Location_ID,Date,Day_of_Week,Month,Day_of_Year,Is_Weekend,Annual_Seasonality,Is_Holiday,Temp_Celsius,Rain_mm,Local_Event,Active_Promotion,Competitor_Promo,CPI_Index,Online_Rating,Reservations,Customer_Count,Capacity_Utilization
Loc_1,2023-01-01,6,1,1,1,1.0013761260334608,1,22.839411351763065,0.0,0,0,0,99.69166363151021,4.2,256,608,1.0
Loc_1,2023-01-02,0,1,2,0,1.0027518448490886,0,21.654574894083595,0.0,0,0,0,99.93707605082382,4.207307512658716,89,468,0.77
Loc_1,2023-01-03,1,1,3,0,1.0041267493495527,0,20.74908361226963,0.0,0,0,0,100.00746156867262,4.213611802146357,71,568,0.934
Loc_1,2023-01-04,2,1,4,0,1.005500432678491,0,22.019665345072784,0.0,0,1,0,100.09221536405002,4.2096328698100836,82,595,0.979
Loc_1,2023-01-05,3,1,5,0,1.0068724883409066,0,26.467799941116997,0.0,0,0,0,99.47624830917647,4.2107326190209395,78,355,0.584
Loc_1,2023-01-06,4,1,6,0,1.0082425103234542,0,28.855252133974236,0.0,0,0,0,99.87183450980037,4.251992144745316,104,523,0.86
Loc_1,2023-01-07,5,1,7,1,1.009610093214588,0,29.13764924695075,0.0,0,0,0,100.3771457291164,4.237221965722993,173,608,1.0
Loc_1,2023-01-08,6,1,8,1,1.010974832324528,0,25.800062857325347,0.0,0,0,0,99.8747128907266,4.241297634681241,135,304,0.5
Loc_1,2023-01-09,0,1,9,0,1.0123363238050151,0,26.735414175978853,0.0,0,0,0,99.96705852391474,4.271444948280344,75,608,1.0
Loc_1,2023-01-10,1,1,10,0,1.013694164768816,0,30.94631040306122,0.0,1,0,0,100.5410836967252,4.283449914032692,86,608,1.0
Loc_1,2023-01-11,2,1,11,0,1.0150479534089438,0,24.564530290164058,0.0,0,0,0,100.19491885604408,4.306760821946391,88,598,0.984
Loc_1,2023-01-12,3,1,12,0,1.0163972891175597,0,24.35347664493033,0.0,0,0,0,99.5105145341648,4.2949619937685934,88,387,0.637
Loc_1,2023-01-13,4,1,13,0,1.0177417726045186,0,29.976962064122908,0.0,0,0,1,100.22965190885466,4.323760686966994,91,608,1.0
Loc_1,2023-01-14,5,1,14,1,1.0190810060155262,0,29.673923854147123,0.0,0,0,0,100.5974134966093,4.326986830218138,151,608,1.0
Loc_1,2023-01-15,6,1,15,1,1.0204145930498698,0,34.736833018008596,0.0,0,0,0,99.7623304692427,4.327074860495083,117,608,1.0
Loc_1,2023-01-16,0,1,16,0,1.0217421390776908,0,26.78999076294543,0.0,0,0,0,100.461770927308,4.354612708094265,74,608,1.0
Loc_1,2023-01-17,1,1,17,0,1.0230632512567615,0,26.43821023909328,0.0,0,0,0,100.4751119787698,4.311182311870509,82,372,0.612
Loc_1,2023-01-18,2,1,18,0,1.024377538648733,0,27.538753514181106,0.0,0,0,0,100.28468863551741,4.256663405270152,79,458,0.753
Loc_1,2023-01-19,3,1,19,0,1.0256846123348218,0,26.099319135052323,0.0,0,0,0,100.11195430399039,4.240004879926801,82,376,0.618
Loc_1,2023-01-20,4,1,20,0,1.0269840855308947,0,27.542655625484507,0.0,0,0,0,100.33170239683866,4.224457787725224,101,603,0.992
Loc_1,2023-01-21,5,1,21,1,1.0282755737019271,0,28.436347243954657,0.0,0,0,0,100.58815655429756,4.231103145951746,165,484,0.796
Loc_1,2023-01-22,6,1,22,1,1.0295586946757906,0,27.056383798168632,0.0,0,0,0,100.26346942373476,4.183707555684979,162,396,0.651
Loc_1,2023-01-23,0,1,23,0,1.030833068756346,0,27.89157881554499,0.0,1,0,0,100.35176950558852,4.217135191549989,102,593,0.975
Loc_1,2023-01-24,1,1,24,0,1.0320983188358002,0,22.230869494391712,0.0,0,0,0,100.00608097230258,4.184720731534712,74,550,0.905
Loc_1,2023-01-25,2,1,25,0,1.0333540705062982,0,27.038947917715813,0.0,0,0,0,100.7300942755973,4.173671059638813,81,483,0.794
Loc_1,2023-01-26,3,1,26,0,1.0345999521707183,0,27.177106246154782,0.0,0,0,0,100.25614206543109,4.169560631520613,93,332,0.546
Loc_1,2023-01-27,4,1,27,0,1.0358355951526312,0,32.53179305240616,0.0,0,0,0,100.00183323987599,4.195807670559631,84,534,0.878
Loc_1,2023-01-28,5,1,28,1,1.0370606338053994,0,31.909644053207998,0.0,0,1,0,99.73255093646463,4.200477721643701,185,397,0.653
Loc_1,2023-01-29,6,1,29,1,1.038274705620376,0,26.91372510471629,0.0,0,0,0,100.31773264812304,4.203921112383365,181,608,1.0
Loc_1,2023-01-30,0,1,30,0,1.039477451334179,0,26.647217392064398,0.0,0,0,0,100.21517255646037,4.204257201746638,80,547,0.9
Loc_1,2023-01-31,1,1,31,0,1.040668515035001,0,26.144151031697113,0.0,0,0,0,100.20095815702987,4.251208991961627,84,431,0.709
Loc_1,2023-02-01,2,2,32,0,1.0418475442679307,0,30.247380236829425,0.0,0,1,0,99.8394210117389,4.242099665337242,77,537,0.883
Loc_1,2023-02-02,3,2,33,0,1.0430141901392491,0,27.9935125685573,19.94781659884534,0,0,0,100.44229499581775,4.185572284011299,62,329,0.541
Loc_1,2023-02-03,4,2,34,0,1.0441681074196736,0,27.89495913089644,0.0,1,0,0,100.42947307395644,4.16052503126324,129,608,1.0
Loc_1,2023-02-04,5,2,35,1,1.0453089546465162,0,24.906135313607727,0.0,0,0,0,100.10666393436007,4.169098964151513,179,608,1.0
Loc_1,2023-02-05,6,2,36,1,1.046436394224728,0,25.296541349340607,10.24465284916152,0,0,0,100.30130386554671,4.159800507935691,119,518,0.852
Loc_1,2023-02-06,0,2,37,0,1.0475500925267986,0,25.036997554384477,0.0,1,0,0,100.08458527863182,4.181375420315375,113,390,0.641
Loc_1,2023-02-07,1,2,38,0,1.0486497199914833,0,32.9967509175779,0.0,0,0,1,100.54046236559081,4.176681937940051,71,349,0.574
Loc_1,2023-02-08,2,2,39,0,1.0497349512213239,0,34.65294231648775,0.0,0,0,0,100.41330916490901,4.191972115478698,72,387,0.637
Loc_1,2023-02-09,3,2,40,0,1.0508054650789396,0,31.391876883852266,0.0,0,0,0,100.25491263627252,4.199524312572815,79,590,0.97
Loc_1,2023-02-10,4,2,41,0,1.051860944782057,0,30.791263388436708,0.0,0,0,0,100.34650431473615,4.191683015737072,100,608,1.0
Loc_1,2023-02-11,5,2,42,1,1.0529010779972512,0,30.974103928640105,0.0,0,0,0,100.24731356734814,4.171714935254816,162,608,1.0
Loc_1,2023-02-12,6,2,43,1,1.0539255569323693,0,30.734448033316344,0.0,0,0,0,100.07467381424458,4.202750779742701,157,332,0.546
Loc_1,2023-02-13,0,2,44,0,1.0549340784276124,0,29.127138695304215,0.0,0,0,0,101.02515468689215,4.234763436886326,88,325,0.535
Loc_1,2023-02-14,1,2,45,0,1.0559263440452444,1,27.12910430965978,0.0,0,0,0,100.51560766371381,4.212002007072405,168,608,1.0
Loc_1,2023-02-15,2,2,46,0,1.0569020601579053,0,29.250287937621245,4.861021393694622,1,0,0,100.30878980089618,4.182165160521501,94,491,0.808
Loc_1,2023-02-16,3,2,47,0,1.057860938035499,0,34.18091212527271,0.0,0,0,0,100.76104792336105,4.190941876377286,84,382,0.628
Loc_1,2023-02-17,4,2,48,0,1.0588026939306352,0,30.55927676115307,0.0,0,0,0,100.68278473795928,4.2276501894340575,90,470,0.773
Loc_1,2023-02-18,5,2,49,1,1.059727049162593,0,34.142425471973276,0.0,0,0,1,100.07388408749841,4.235801030099066,158,482,0.793
Loc_1,2023-02-19,6,2,50,1,1.0606337301997877,0,28.014859668622783,0.0,0,0,0,100.60670274359238,4.206095452502644,160,608,1.0
Loc_1,2023-02-20,0,2,51,0,1.0615224687407134,0,30.217547224559816,0.0,0,0,0,99.89198874378398,4.176443578779956,90,518,0.852
Loc_1,2023-02-21,1,2,52,0,1.0623930017933374,0,32.174221943984534,0.0,0,0,0,99.81028815901263,4.165190691939315,96,424,0.697
Loc_1,2023-02-22,2,2,53,0,1.0632450717529238,0,26.744535005756692,0.0,0,0,0,100.57452307684139,4.175647211646656,80,451,0.742
Loc_1,2023-02-23,3,2,54,0,1.0640784264782632,0,30.270622037574082,0.0,0,0,0,100.2176059921264,4.180801370392086,82,456,0.75
Loc_1,2023-02-24,4,2,55,0,1.064892819366285,0,33.26747023677709,0.0,0,0,0,100.13363969711406,4.1961053957602115,101,432,0.711
Loc_1,2023-02-25,5,2,56,1,1.0656880094250312,0,30.764912713782483,0.0,0,0,0,100.12498339740439,4.190260392457732,165,597,0.982
Loc_1,2023-02-26,6,2,57,1,1.06646376134497,0,31.331299965469544,0.0,0,0,0,100.45458849149728,4.143627371629982,154,608,1.0
Loc_1,2023-02-27,0,2,58,0,1.0672198455686277,0,33.33419000289302,0.0,0,0,0,100.16732013842582,4.15992385617328,79,607,0.998
Loc_1,2023-02-28,1,2,59,0,1.0679560383585185,0,30.842636732999008,0.0,0,0,0,100.26215622181508,4.139927187021044,82,367,0.604
Loc_1,2023-03-01,2,3,60,0,1.0686721218633513,0,33.425667093773015,0.0,0,0,0,100.19425061444232,4.172227883332026,67,507,0.834
Loc_1,2023-03-02,3,3,61,0,1.0693678841824967,0,31.612809793637492,0.0,0,0,0,100.08851718748483,4.157051998587375,87,511,0.84
Loc_1,2023-03-03,4,3,62,0,1.0700431194286903,0,35.5561668003833,0.0,0,0,0,100.59423071440263,4.141636982783981,95,497,0.817
Loc_1,2023-03-04,5,3,63,1,1.0706976277889597,0,33.77409084668655,0.0,0,0,0,100.32086887985865,4.173983359105363,143,253,0.416
Loc_1,2023-03-05,6,3,64,1,1.071331215583751,0,31.76389764114599,0.0,0,0,0,100.97337255371257,4.187425071586433,188,490,0.806
Loc_1,2023-03-06,0,3,65,0,1.071943695324242,0,35.631546028838294,0.0,0,0,1,100.82860399345795,4.19388115599558,74,373,0.613
Loc_1,2023-03-07,1,3,66,0,1.0725348857678239,0,38.18996127561827,0.0,0,0,0,100.90136456758195,4.206956972328796,57,432,0.711
Loc_1,2023-03-08,2,3,67,0,1.073104611971733,0,32.83705293657982,0.0,0,0,0,101.24402031812014,4.173621169204861,67,297,0.488
Loc_1,2023-03-09,3,3,68,0,1.0736527053448195,0,35.818337897938385,0.0,0,0,1,100.53962933942503,4.152427710980468,59,367,0.604
Loc_1,2023-03-10,4,3,69,0,1.0741790036974364,0,33.52378130794566,0.0,0,1,0,101.15808211740433,4.147802653956193,118,342,0.562
Loc_1,2023-03-11,5,3,70,1,1.0746833512894336,0,26.773953939052866,0.0,0,1,0,100.35913694710737,4.179319565531471,209,608,1.0
Loc_1,2023-03-12,6,3,71,1,1.075165598876245,0,32.99810916660327,0.0,0,0,0,100.81719316464344,4.1676265725457515,144,417,0.686
Loc_1,2023-03-13,0,3,72,0,1.0756256037530505,0,31.099438857170508,0.0,0,1,0,100.66969530404663,4.141259955544705,87,445,0.732
Loc_1,2023-03-14,1,3,73,0,1.0760632297970067,0,30.75074583957489,0.0,0,0,0,100.7571785647215,4.122970698156636,70,608,1.0
Loc_1,2023-03-15,2,3,74,0,1.0764783475075261,0,35.07112000927603,0.0,0,0,0,100.89509425875113,4.132000349626553,78,557,0.916
Loc_1,2023-03-16,3,3,75,0,1.0768708340445998,0,30.855861839024307,0.0,0,1,0,100.86743419634085,4.172098050830612,95,420,0.691
Loc_1,2023-03-17,4,3,76,0,1.0772405732651469,0,34.95189747052541,0.0,1,0,0,100.31399984666946,4.167271723516897,92,534,0.878
Loc_1,2023-03-18,5,3,77,1,1.0775874557573835,0,38.924839218071625,0.0,0,0,0,100.87392710335088,4.174830873892286,144,310,0.51
Loc_1,2023-03-19,6,3,78,1,1.0779113788731993,0,35.7250871728139,8.507392658536597,0,0,0,100.91878138152546,4.190822740195588,127,523,0.86
Loc_1,2023-03-20,0,3,79,0,1.078212246758533,0,34.75038959090726,0.0,0,0,0,100.67392881023136,4.178590423468856,78,562,0.924
Loc_1,2023-03-21,1,3,80,0,1.078489970381737,0,29.512553357282275,0.0,0,0,1,100.7639664489263,4.2092569792699255,70,311,0.512
Loc_1,2023-03-22,2,3,81,0,1.0787444675599227,0,30.29111263128488,0.0,0,0,0,101.34885806351407,4.203568828580955,96,570,0.938
Loc_1,2023-03-23,3,3,82,0,1.0789756629832807,0,30.518687345594994,0.0,0,0,0,100.99900118059743,4.208023325995497,73,608,1.0
Loc_1,2023-03-24,4,3,83,0,1.0791834882373657,0,31.29300081849602,0.0,0,0,0,101.31945310920638,4.210777112560863,97,516,0.849
Loc_1,2023-03-25,5,3,84,1,1.0793678818233414,0,32.5907524687511,0.0,0,0,0,100.46809818627132,4.187355659841156,168,608,1.0
Loc_1,2023-03-26,6,3,85,1,1.0795287891761793,0,35.39448899809497,0.0,0,0,0,100.70872510219145,4.203828317950714,137,556,0.914
Loc_1,2023-03-27,0,3,86,0,1.0796661626808048,0,37.28416758759324,0.0,0,0,0,100.0564090810042,4.21651383360284,65,608,1.0
Loc_1,2023-03-28,1,3,87,0,1.0797799616861876,0,31.073590292348268,0.0,0,0,0,100.56819693417641,4.216127018464063,90,341,0.561
Loc_1,2023-03-29,2,3,88,0,1.0798701525173713,0,30.575358838739138,0.0,0,0,0,100.76732248788386,4.219729300476069,95,476,0.783
Loc_1,2023-03-30,3,3,89,0,1.079936708485438,0,32.751107310823826,0.0,0,0,0,100.62213284258638,4.205135453467067,65,458,0.753
Loc_1,2023-03-31,4,3,90,0,1.079979609895406,0,30.787362309716066,0.0,0,0,0,100.53139479678981,4.212685577058107,115,457,0.752
Loc_1,2023-04-01,5,4,91,1,1.0799988440520574,0,30.467571299075523,0.0,0,0,0,100.96594598518334,4.203258515418278,190,492,0.809
Loc_1,2023-04-02,6,4,92,1,1.0799944052636965,0,32.06182573739755,0.0,0,0,0,101.09864753889492,4.2034366815952575,190,608,1.0
Loc_1,2023-04-03,0,4,93,0,1.0799662948438318,0,32.97955756575515,0.0,0,0,0,100.85908351694127,4.212869949007322,71,454,0.747
Loc_1,2023-04-04,1,4,94,0,1.0799145211107886,0,32.68375128802557,0.0,0,0,0,101.12405953555178,4.1871052685916235,62,428,0.704
Loc_1,2023-04-05,2,4,95,0,1.0798390993852478,0,36.705468540972845,0.0,0,0,0,101.3220138814411,4.18569509386105,78,233,0.383
Loc_1,2023-04-06,3,4,96,0,1.0797400519857114,0,35.903907320447175,0.0,0,0,0,101.07164111797934,4.208066441384451,77,312,0.513
Loc_1,2023-04-07,4,4,97,0,1.0796174082218983,0,34.074603356506714,0.0,0,0,0,100.49665954547422,4.225077735045572,109,390,0.641
Loc_1,2023-04-08,5,4,98,1,1.0794712043860715,0,32.29700131245047,0.0,0,1,0,100.74131411636986,4.184886402152995,177,483,0.794
Loc_1,2023-04-09,6,4,99,1,1.079301483742298,0,33.94456730543662,0.0,0,0,0,101.06084379876678,4.1319601056562805,165,579,0.952
Loc_1,2023-04-10,0,4,100,0,1.0791082965136471,0,34.64193946631994,0.0,0,0,0,101.0005249293522,4.122191712956276,59,401,0.66
Loc_1,2023-04-11,1,4,101,0,1.0788916998673277,0,30.584886641077556,0.0,1,0,0,100.79118402109181,4.115911870136337,87,593,0.975
Loc_1,2023-04-12,2,4,102,0,1.078651757897772,0,38.451776482846284,0.0,0,0,0,101.09204113885178,4.135038296247216,55,365,0.6
Loc_1,2023-04-13,3,4,103,0,1.0783885416076693,0,33.11239549789457,0.0,0,0,0,100.82916851280586,4.160709582242625,81,391,0.643
Loc_1,2023-04-14,4,4,104,0,1.0781021288869546,0,33.678359205572875,0.0,0,0,0,100.86717125354798,4.165090952004025,93,608,1.0
Loc_1,2023-04-15,5,4,105,1,1.0777926044897597,0,28.36545782864859,0.0,0,0,0,100.61946383894592,4.152467811135631,166,504,0.829
Loc_1,2023-04-16,6,4,106,1,1.0774600600093338,0,29.69161909724594,0.0,0,0,0,100.91565024875305,4.152245689643909,153,608,1.0
Loc_1,2023-04-17,0,4,107,0,1.0771045938509385,0,31.65436978422441,0.0,0,0,0,100.70979299246063,4.169705056735663,67,414,0.681
Loc_1,2023-04-18,1,4,108,0,1.076726311202729,0,32.34186790536194,0.0,0,0,0,100.24492799135254,4.183257652771956,73,465,0.765
